RadarSysTime_labeled,Radar_Time_labeled,RANGE_labeled,AZIMUTH_labeled,ELEVATION_labeled,X_labeled,Y_labeled,Z_labeled,VELX_labeled,VELY_labeled,VELZ_labeled,ACCX_labeled,ACCY_labeled,ACCZ_labeled,P_UAV_labeled,P_UNK_labeled,ID_labeled,RCSEst_labeled,RCSEst_DBSM_labeled
2022.06.30 11:16:38:861,159.861,803.549531243303,124.500893806484,10.5342974136894,-447.474607793184,651.057836221269,146.908197308891,-9.408658,-2.104203,6.379668,0,0,0,254,254,811,0.0316227766016838,-15
2022.06.30 11:16:39:408,160.408,802.601762427069,124.627524305877,11.7633632939667,-446.491308889123,646.561265682994,163.626494969241,-5.580965,-0.234911,6.806658,-0.29792,0.040091,0.305006,254,254,811,0.501187233627272,-3
2022.06.30 11:16:39:955,160.955,805.439655362939,124.331980923671,11.7425909016522,-444.750754600162,651.199132936308,163.919169033878,-5.58,-0.234844,6.805637,0,0,0,254,254,811,0.501187233627272,-3
2022.06.30 11:16:40:505,161.505,808.459135204123,124.061261721549,11.7235899818422,-443.355214163842,655.787548817501,164.271172713488,-5.577904,-0.234706,6.803425,0,0,0,254,254,811,0.501187233627272,-3
2022.06.30 11:16:41:056,162.056,811.307144924543,123.800303030779,11.6956965973977,-441.959673727522,660.18392534064,164.463111140765,-5.575361,-0.234541,6.800743,0,0,0,254,254,811,0.501187233627272,-3
2022.06.30 11:16:41:606,162.606,804.238593353513,123.319302516817,11.9154788467194,-432.253019629485,657.559467370458,166.049959144555,-5.606019,1.313002,6.059145,0,0,0,254,254,811,0.0398107170553497,-14
2022.06.30 11:16:42:188,163.188,806.495972646034,122.994712331329,11.9018941230951,-429.745201365232,661.883299092544,166.328933683224,-5.603495,1.310926,6.056993,0,0,-1e-06,254,254,811,0.0398107170553497,-14
2022.06.30 11:16:42:770,163.77,808.572624243241,122.706376341381,11.9029791112194,-427.505160683609,665.74474116704,166.772197541781,-5.600739,1.310628,6.054315,0,0,0,254,254,811,0.0398107170553497,-14
2022.06.30 11:16:43:318,164.318,810.86843900233,122.3986933376,11.9006414886433,-425.13123121067,669.93339774436,167.213349365629,-5.597154,1.308725,6.051496,0,0,0,254,254,811,0.0398107170553497,-14
2022.06.30 11:16:43:868,164.868,813.186517390373,122.092761713705,11.8979865658491,-422.757301737732,674.122054322146,167.654501190409,-5.592297,1.304059,6.048558,-1.6e-05,-1.6e-05,1.5e-05,254,254,811,0.0398107170553497,-14
2022.06.30 11:16:44:417,165.417,815.324013412147,121.809136128441,11.8981716178072,-420.517261056109,677.983496396642,168.097765048034,-5.588521,1.303265,6.045241,0,0,0,254,254,811,0.0398107170553497,-14
2022.06.30 11:16:44:979,165.979,817.241896628778,121.564311101742,11.8829144043425,-418.622234227127,681.411408382894,168.280228017829,-5.585674,1.302719,6.042706,0,0,0,254,254,811,0.0398107170553497,-14
2022.06.30 11:16:45:513,166.513,819.825366290484,121.242888639562,11.8762776867409,-416.114415962873,685.927279463041,168.719267807901,-5.580523,1.299665,6.038942,-6.7e-05,0.000143,0.000228,254,254,811,0.0398107170553497,-14
2022.06.30 11:16:46:075,167.075,822.032416121672,120.950696198681,11.8639473815673,-413.740486489469,689.923896682303,169.000354381278,-5.575856,1.298192,6.035068,1.7e-05,-2.4e-05,-9e-06,254,254,811,0.0398107170553497,-14
2022.06.30 11:16:46:628,167.628,824.246233195432,120.673179189962,11.8631041600155,-411.500445808311,693.785338757261,169.443618238904,-5.572073,1.29744,6.031718,0,0,0,254,254,811,0.0398107170553497,-14
2022.06.30 11:16:47:175,168.175,826.634260336723,120.406982084591,11.8524452184704,-409.471530188014,697.732504604402,169.784034427255,-5.568564,1.296595,6.028668,6.5e-05,0.000281,-0.000154,254,254,811,0.0398107170553497,-14
2022.06.30 11:16:47:738,168.738,829.09492041413,120.112714770455,11.8479085855067,-407.09760071461,701.921161181723,170.225186251104,-5.565091,1.295944,6.025568,0,0,0,254,254,811,0.0398107170553497,-14
2022.06.30 11:16:48:318,169.318,831.576408847639,119.820206345066,11.8430979381942,-404.723671241671,706.109817759509,170.666338075884,-5.561339,1.295274,6.022197,-3.8e-05,8e-05,0.000123,254,254,811,0.0398107170553497,-14
2022.06.30 11:16:48:896,169.896,805.542605660329,117.290881796153,6.10942509293768,-367.250105800806,711.811965427649,85.7319963453338,-19.074921,0.872679,-0.432562,0,0,0,254,254,811,0.00794328234724281,-21
2022.06.30 11:16:49:449,170.449,807.086082287855,116.697753544437,5.63346828012533,-360.859512583753,717.559364672201,79.2269813371822,-19.073193,0.871735,-0.433708,2e-06,-4e-06,-5e-06,254,254,811,0.00794328234724281,-21
2022.06.30 11:16:50:029,171.029,808.722694594761,116.120742882929,5.17065677971581,-354.602808158481,723.171588772922,72.8841436142102,-19.069033,0.869458,-0.436458,0,0,0,254,254,811,0.00794328234724281,-21
2022.06.30 11:16:50:579,171.579,810.290651952987,115.597825767363,4.75647801608243,-348.881658898471,728.243112295975,67.1900150328875,-19.064274,0.866843,-0.4396,0,0,0,254,254,811,0.00794328234724281,-21
2022.06.30 11:16:51:144,172.144,812.074081504775,115.052355232198,4.32004142534659,-342.892732055829,733.584986107631,61.1715318802744,-19.058187,0.863219,-0.44343,-0.000723,0.001206,0.001118,254,254,811,0.00794328234724281,-21
2022.06.30 11:16:51:706,172.706,813.988302063567,114.461283017787,3.85807275243283,-336.291013777451,739.246661579538,54.7693645423278,-19.051455,0.859436,-0.447821,0,0,0,254,254,811,0.00794328234724281,-21
2022.06.30 11:16:52:256,173.256,815.782474356854,113.972115497254,3.47166160588254,-330.837642101002,744.047834814457,49.3995905322954,-19.04604,0.856429,-0.451377,0.00094,-0.000709,-0.000709,254,254,811,0.00794328234724281,-21
2022.06.30 11:16:52:839,173.839,818.259076690253,113.357514079187,3.00061441612126,-323.968146239527,750.171899933957,42.8331338753924,-19.038702,0.852007,-0.455964,6.9e-05,1e-06,-4.2e-05,254,254,811,0.00794328234724281,-21
2022.06.30 11:16:53:388,174.388,820.712610813967,112.819954724405,2.58216146052048,-317.979219396886,755.705813104138,36.9747159751132,-19.030355,0.846288,-0.460739,0,0,0,254,254,811,0.00794328234724281,-21
2022.06.30 11:16:53:936,174.936,822.874184159063,112.291957642525,2.17442205686951,-311.913056284699,760.826787999311,31.2212577778846,-19.023312,0.842181,-0.465236,0.044028,-0.024419,-0.017213,254,254,811,0.00794328234724281,-21
2022.06.30 11:16:54:486,175.486,811.848390774599,113.342285273974,8.27348836055862,-318.325366383507,737.644232173152,116.823616883717,-4.652686,7.211841,4.08897,-0.001002,-0.000599,0.000395,0,0,811,0.00794328234724281,-21
2022.06.30 11:16:55:028,176.028,811.923481200939,112.996493177613,8.36982047321729,-313.81960254907,739.438481256464,118.185146353208,-4.652149,7.211294,4.088778,0,0,2e-06,254,254,811,0.00794328234724281,-21
2022.06.30 11:16:55:575,176.575,811.934870271877,112.626532788129,8.46259487802392,-308.968824861527,741.2821817119,119.487346206792,-4.650088,7.209237,4.088011,0,0,0,254,254,811,0.00794328234724281,-21
2022.06.30 11:16:56:140,177.14,811.732545786425,112.274112039504,8.55780915795171,-304.251935965764,742.798667664974,120.791658094153,-4.647442,7.206607,4.08702,0,0,0,254,254,811,0.00794328234724281,-21
2022.06.30 11:16:56:673,177.673,786.546356916832,111.37266669017,10.8567305635646,-281.512558298779,719.345342470009,148.149010681547,-1.414746,13.115142,5.932301,0,0,0,254,254,811,0.0630957344480193,-12
2022.06.30 11:16:57:235,178.235,785.199575233292,110.88940609004,11.1995376593654,-274.643251292813,719.618802177614,152.506514674984,-1.41302,13.112631,5.932167,8e-06,-6e-06,-6e-06,254,254,811,0.0630957344480193,-12
2022.06.30 11:16:57:786,178.786,784.241593364158,110.415565664348,11.5107003796311,-268.062305618648,720.198884574809,156.4961460419,-1.410328,13.108708,5.931959,-3.7e-05,9e-05,0.00012,254,254,811,0.0630957344480193,-12
2022.06.30 11:16:58:348,179.348,783.312056857466,109.952411232231,11.8346543866793,-261.615248735799,720.643791827708,160.647954693995,-1.407179,13.104121,5.931716,0,0,0,254,254,811,0.0630957344480193,-12
2022.06.30 11:16:58:897,179.897,782.457055710514,109.565305816471,12.0841093972503,-256.223817159113,720.941199866389,163.805329238065,-1.403482,13.099158,5.931135,0,0,0,254,254,811,0.0630957344480193,-12
2022.06.30 11:16:59:460,180.46,781.558706236602,108.998754097305,12.4479597271268,-248.453357386538,721.611917262642,168.467152175494,-1.398684,13.092334,5.930658,-0.0187,0.021374,-0.010976,254,254,811,0.0630957344480193,-12
2022.06.30 11:17:00:007,181.007,780.76143977588,108.546819002807,12.7533106285727,-242.217425565015,721.950508929658,172.356047905982,-1.394962,13.086946,5.930349,0.000922,-0.002123,-0.002756,254,254,811,0.0630957344480193,-12
2022.06.30 11:17:00:559,181.559,774.122227192273,109.027047288852,12.3523976566466,-246.532648086366,714.886328295193,165.603181362152,-0.482409,10.42617,3.068834,0,0,0,254,254,811,0.0251188643150958,-16
2022.06.30 11:17:01:108,182.108,772.769934916217,108.68569976497,12.5944789902553,-241.620119154568,714.422991742344,168.501867052168,-0.482067,10.424118,3.069865,0.000303,5.9e-05,-0.000269,254,254,811,0.0251188643150958,-16
2022.06.30 11:17:01:656,182.656,771.273977110606,108.378155777675,12.8000103617577,-237.129840344955,713.74702401727,170.874726898037,-0.480471,10.421123,3.070064,0,0,0,254,254,811,0.0251188643150958,-16
2022.06.30 11:17:02:220,183.22,766.742865267454,107.869691445808,9.87101184323306,-231.794494723515,718.949655283821,131.44324562978,-7.336286,6.096671,-2.294343,0.002066,-0.000406,-0.002174,254,254,811,0.0630957344480193,-12
2022.06.30 11:17:02:751,183.751,764.886007985839,107.500854474679,9.74657097512763,-226.696523201116,718.95212798622,129.487950192764,-7.335529,6.095453,-2.294327,0.003336,0.003189,-0.001352,254,254,811,0.0630957344480193,-12
2022.06.30 11:17:03:317,184.317,763.14657903663,107.112767186634,9.64009780842916,-221.387426617856,719.060916274037,127.795567677356,-7.333717,6.092583,-2.294319,0.020843,-0.061932,0.126098,254,254,811,0.0630957344480193,-12
2022.06.30 11:17:03:868,184.868,761.421201014186,106.767230511007,9.51746093735261,-216.634468948564,719.013937604781,125.899601855315,-7.331534,6.089134,-2.294315,0,0,0,254,254,811,0.0630957344480193,-12
2022.06.30 11:17:04:416,185.416,760.20130531511,106.43844491197,9.41699727996311,-212.226525132378,719.301586279991,124.383096151054,-7.329312,6.085341,-2.294129,0,0,0,254,254,811,0.0630957344480193,-12
2022.06.30 11:17:04:964,185.964,758.299106717369,106.023970400199,9.29443268897461,-206.572414696011,719.2677865814,122.4713187702,-7.326154,6.080056,-2.293932,0,0,0,254,254,811,0.0630957344480193,-12
2022.06.30 11:17:05:514,186.514,756.669068686499,105.674570058937,9.1691804185668,-201.819457027184,719.220807912145,120.575352947228,-7.323575,6.075921,-2.29389,-0.000102,0.000221,0.000338,254,254,811,0.0630957344480193,-12
2022.06.30 11:17:06:064,187.064,750.34044687287,105.197667847709,9.31894221103186,-194.105649775915,714.542427925957,121.502681584097,-6.703498,7.056746,-2.573663,0,0,0,254,254,811,0.0501187233627272,-13
2022.06.30 11:17:06:626,187.626,748.349761395159,104.813426067379,9.23338266181034,-188.853205714425,714.103102794932,120.077436057851,-6.703828,7.053013,-2.570911,0,0,0,254,254,811,0.0501187233627272,-13
2022.06.30 11:17:07:175,188.175,746.255249196074,104.418359564681,9.12361229070744,-183.466872861155,713.606913449217,118.329947995953,-6.701798,7.049918,-2.570479,0,0,0,254,254,811,0.0501187233627272,-13
2022.06.30 11:17:07:722,188.722,744.589105720069,104.053773395529,9.05023115585156,-178.559442652307,713.3101763046,117.124097337015,-6.699677,7.046256,-2.570123,-0.000465,8.2e-05,0.000621,254,254,811,0.0501187233627272,-13
2022.06.30 11:17:08:269,189.269,742.702087330137,103.66417240758,8.96209276772337,-173.306998590352,712.870851174041,115.6988518117,-6.698105,7.038876,-2.56684,-9.3e-05,-9.1e-05,0.000131,254,254,811,0.0501187233627272,-13
2022.06.30 11:17:08:833,189.833,740.601366764514,103.249067102882,8.8589294974754,-167.709540675756,712.288938056146,114.054211420007,-6.695269,7.033679,-2.566361,-0.000145,2.6e-05,0.000194,254,254,811,0.0501187233627272,-13
2022.06.30 11:17:09:398,190.398,738.901212114667,102.870423560757,8.7595687867813,-162.668221675593,711.935336697767,112.526118223555,-6.692817,7.028281,-2.565314,-0.011566,0.041687,-0.008607,254,254,811,0.0501187233627272,-13
2022.06.30 11:17:09:948,190.948,737.200062798952,102.46293257479,8.65512398924295,-157.281888822323,711.631186710576,110.938695413992,-6.690145,7.022084,-2.563958,-0.000212,-0.000116,5.9e-05,254,254,811,0.0501187233627272,-13
2022.06.30 11:17:10:495,191.495,735.347859256701,102.05148954102,8.57287734433165,-151.818319699042,711.106137806906,109.616297558881,-6.687088,7.015833,-2.563008,0,0,0,254,254,811,0.0501187233627272,-13
2022.06.30 11:17:11:041,192.041,733.754533835715,101.668089819053,8.47097630496196,-146.777000698879,710.752536448526,108.08820436243,-6.684387,7.010891,-2.562568,0,0,0,254,254,811,0.0501187233627272,-13
2022.06.30 11:17:11:591,192.591,723.20130266709,101.35444411419,13.4503760449455,-138.477028761534,689.598904321931,168.218868866563,2.470597,13.621588,1.720394,0,0,0,0,0,811,0.398107170553497,-4
2022.06.30 11:17:12:169,193.169,720.078740797659,100.87731393618,13.9236649120923,-131.890984363954,686.36363949845,173.271796801127,2.470947,13.620336,1.720845,0,0,0,254,254,811,0.398107170553497,-4
2022.06.30 11:17:12:719,193.719,717.649325406843,100.447571652649,14.3187411769388,-126.092787690372,683.827343825393,177.486131813377,2.471901,13.616885,1.722096,0,0,0,254,254,811,0.398107170553497,-4
2022.06.30 11:17:13:266,194.266,715.407510376267,100.051260693979,14.6610336923819,-120.794077408987,681.491355255577,181.069681276567,2.473056,13.612804,1.72354,0,0,0,254,254,811,0.398107170553497,-4
2022.06.30 11:17:13:814,194.814,714.418256060323,99.0881371863122,14.4089930039099,-109.295315223634,683.25928057362,177.777203748003,-0.096888,14.222502,1.209279,3.7e-05,-7.2e-05,-9.9e-05,254,254,811,0.1,-10
2022.06.30 11:17:14:365,195.365,712.136936731016,98.5513440235174,14.7429142341584,-102.405424469427,681.035373718249,181.226282421499,-0.096007,14.219813,1.209976,0,0,0,254,254,811,0.1,-10
2022.06.30 11:17:14:914,195.914,709.797313754297,98.0282166925017,15.05878919558,-95.7266587770119,678.70515127746,184.41244817432,-0.094371,14.215271,1.211194,0,0,0,254,254,811,0.1,-10
2022.06.30 11:17:15:465,196.465,707.324169614935,98.9357371310408,14.8105931104635,-106.216061875166,675.524680158498,180.809390292503,1.92421,9.179895,-0.016888,0,0,0,254,254,811,0.125892541179417,-9
2022.06.30 11:17:16:028,197.028,705.013214067006,98.6447369581731,15.0830573666114,-102.317990753516,672.991741002814,183.457835262641,1.924399,9.178843,-0.016403,-8.3e-05,0.000296,-6.1e-05,254,254,811,0.125892541179417,-9
2022.06.30 11:17:16:581,197.581,702.886849287094,98.3548301213874,15.3311323722432,-98.4971559014115,670.679700764078,185.841255277395,1.924845,9.176318,-0.015233,0,0,0,254,254,811,0.125892541179417,-9
2022.06.30 11:17:17:131,198.131,700.806071089698,98.0920648325165,15.585006828783,-95.0213349019479,668.318209153218,188.284004907124,1.925386,9.173243,-0.013806,0,0,0,254,254,811,0.125892541179417,-9
2022.06.30 11:17:17:695,198.695,692.567940538495,97.22760728025,15.0722377880482,-84.1353641523326,663.429033979664,180.093058260158,-0.516211,9.771969,-1.268964,-8.8e-05,0.000131,0.000276,254,254,811,0.0398107170553497,-14
2022.06.30 11:17:18:261,199.261,690.043389507508,96.8340065792679,15.2403733110713,-79.2228352200686,661.045303841562,181.391091434285,-0.515565,9.769549,-1.268067,0,0,0,254,254,811,0.0398107170553497,-14
2022.06.30 11:17:18:792,199.792,687.937229393824,96.4696273445838,15.3963332736284,-74.7325564109219,659.025060607273,182.643494518474,-0.514234,9.765838,-1.266764,-0.000211,0.00019,7.2e-05,254,254,811,0.0398107170553497,-14
2022.06.30 11:17:19:345,200.345,683.051550231547,97.209771506744,15.8457058233014,-82.4671362654745,651.900469969427,186.505680780858,2.276567,7.14793,-1.71366,0,0,0,254,254,811,0.0125892541179417,-19
2022.06.30 11:17:19:893,200.893,680.620302227294,97.0227430130718,16.0538339292633,-79.9697043030949,649.17058022834,188.219021258876,2.276438,7.146912,-1.712895,0,0,0,254,254,811,0.0125892541179417,-19
2022.06.30 11:17:20:443,201.443,678.045185618278,96.8228777922029,16.2388575726549,-77.3383835489345,646.383826273028,189.61011919938,2.276367,7.144763,-1.711443,0,0,0,254,254,811,0.0125892541179417,-19
2022.06.30 11:17:20:993,201.993,671.084448686351,95.7538486340729,16.1500325103523,-64.6244247939816,641.353554731824,186.664508735761,0.042362,9.311207,-2.302202,-0.000746,0.001607,0.002482,0,0,811,0.0398107170553497,-14
2022.06.30 11:17:21:558,202.558,668.630249774033,95.4386686549465,16.3047487510408,-60.8241736901171,638.850330036708,187.715440547094,0.043129,9.309799,-2.301905,0,0,0,254,254,811,0.0398107170553497,-14
2022.06.30 11:17:22:110,203.11,665.617868287718,95.0312530724511,16.5067204996991,-55.9682972796235,635.726447120775,189.12054545898,0.043623,9.306916,-2.300553,0.000283,0.000412,-0.000445,254,254,811,0.0398107170553497,-14
2022.06.30 11:17:22:659,203.659,663.08042117047,94.6729810738948,16.6850285858096,-51.7457960531073,633.051774880369,190.377172610722,0.044183,9.303615,-2.299,0,0,0,254,254,811,0.0398107170553497,-14
2022.06.30 11:17:23:205,204.205,660.41613449525,94.2995832399526,16.8389995105733,-47.3894060352759,630.320238425738,191.311557225883,0.046135,9.297956,-2.297044,-0.026371,0.015619,-0.042488,254,254,811,0.0398107170553497,-14
2022.06.30 11:17:23:756,204.756,657.644304818764,93.9169200991629,17.0213540918271,-42.9557797474339,627.367803054629,192.510966797359,0.047625,9.292211,-2.29472,1.8e-05,5e-06,9e-06,254,254,811,0.0398107170553497,-14
2022.06.30 11:17:24:306,205.306,655.200469334599,93.5480076168381,17.2017888023526,-38.7332785209178,624.693130814223,193.767593949102,0.048438,9.287519,-2.292528,0,0,0,254,254,811,0.0398107170553497,-14
2022.06.30 11:17:24:855,205.855,650.697108850357,93.166456388023,14.0274836869576,-34.8707096053426,630.329229079198,157.720715336502,-6.326221,5.121615,-4.893127,0.000366,-0.001884,0.000975,0,0,811,0.251188643150958,-6
2022.06.30 11:17:25:403,206.403,648.523627975594,92.7535309149447,13.83020097417,-30.2516407278308,628.994839114024,155.026535289362,-6.325874,5.120762,-4.89293,0,0,0,254,254,811,0.251188643150958,-6
2022.06.30 11:17:25:950,206.95,646.661281120653,92.3883743105309,13.6357005550924,-26.1887107638203,627.888760907903,152.448902438395,-6.324935,5.11844,-4.892388,0,0,0,254,254,811,0.251188643150958,-6
2022.06.30 11:17:26:500,207.5,644.764737183454,92.0027317071302,13.4503611613096,-21.9146557389496,626.696958929599,149.974117258564,-6.323643,5.115175,-4.891601,6.9e-05,-9.8e-05,-0.000121,254,254,811,0.251188643150958,-6
2022.06.30 11:17:27:046,208.046,634.181956750587,91.2290103927463,14.9761287815762,-13.1403133140743,612.500125525516,163.883137220517,-3.266341,8.549413,-4.719293,0,0,0,254,254,811,0.00794328234724281,-21
2022.06.30 11:17:27:595,208.595,631.155572631622,90.76975318314,14.9611141306412,-8.19171560874584,609.705166916236,162.941284194589,-3.265839,8.547242,-4.718406,0,0,0,254,254,811,0.00794328234724281,-21
2022.06.30 11:17:28:143,209.143,628.394270512887,90.3060690378282,14.9546096893938,-3.24311790295169,607.102247665483,162.159496420063,-3.26501,8.54364,-4.716931,0,0,0,254,254,811,0.00794328234724281,-21
2022.06.30 11:17:28:688,209.688,617.674254554317,89.7774045071929,13.9738539243139,2.32865753998819,599.390293233995,149.15541716665,-4.784385,7.6388,-6.72039,-0.004685,0.009908,0.015357,0,0,811,0.0125892541179417,-19
2022.06.30 11:17:29:240,210.24,614.211451735685,89.2825127642012,13.8455295520851,7.4677965584023,596.318426395694,146.983923606575,-4.783549,7.638053,-6.719563,0,0,1e-06,254,254,811,0.0125892541179417,-19
2022.06.30 11:17:29:788,210.788,611.074457448402,88.803546270917,13.7138885060463,12.3958105159563,593.524322689027,144.869647628628,-4.782956,7.635009,-6.718212,-0.001558,0.003295,0.005107,254,254,811,0.0125892541179417,-19
2022.06.30 11:17:30:336,211.336,608.385989844502,88.3545853748953,13.6075253072774,16.9788106199378,591.064846326826,143.134831769392,-4.782637,7.631536,-6.716149,0,0,0,254,254,811,0.0125892541179417,-19
2022.06.30 11:17:30:884,211.884,605.006774920079,87.8249169590597,13.4834591460048,22.3290747001434,587.907255715876,141.066185880452,-4.78391,7.625744,-6.71046,0.001896,-0.003472,-0.005785,254,254,811,0.0125892541179417,-19
2022.06.30 11:17:31:449,212.449,601.829832730008,87.2984763084957,13.3275612507581,27.6021025098728,584.97056402234,138.732515036128,-4.783531,7.619933,-6.70711,0,0,0,254,254,811,0.0125892541179417,-19
2022.06.30 11:17:31:998,212.998,599.045818701091,86.8364486695358,13.2044208702143,32.18510261432,582.319048301611,136.837633924559,-4.783146,7.614721,-6.703939,0.001287,0.001002,0.000211,254,254,811,0.0125892541179417,-19
2022.06.30 11:17:32:545,213.545,587.986556996262,87.875770278705,15.7683794591077,20.9743240488219,565.470659735183,159.784861353226,2.619383,6.776254,-5.39123,0,0,0,254,254,811,0.1,-10
2022.06.30 11:17:33:093,214.093,583.733697119693,87.5954243426113,15.9411758746888,23.548992281212,560.791516850888,160.322639523074,2.619069,6.775311,-5.390301,0,0,0,254,254,811,0.1,-10
2022.06.30 11:17:33:647,214.647,579.863049912587,87.3204058187712,16.094954325752,26.0464242440572,556.525312241134,160.755457988009,2.618351,6.773109,-5.388159,0,0,0,254,254,811,0.1,-10
2022.06.30 11:17:34:195,215.195,576.190284882739,87.0777181805578,16.2679105060872,28.1988423537956,552.401695618715,161.407671319321,2.617422,6.770391,-5.385487,0.008265,-0.016355,-0.025837,254,254,811,0.1,-10
2022.06.30 11:17:34:745,215.745,564.34139023939,87.2082216352277,16.5370752250627,26.3500817447097,540.355742645279,160.631719531491,3.720742,5.968728,-6.149629,0,0,0,254,254,811,0.125892541179417,-9
2022.06.30 11:17:35:291,216.291,559.860742988955,87.0041902895712,16.7153190865143,28.0235972100262,535.471381430863,161.02524400875,3.720693,5.966138,-6.147811,0.002541,-0.005041,-0.007956,254,254,811,0.125892541179417,-9
2022.06.30 11:17:35:841,216.841,555.622217065703,86.797637295923,16.9062765013702,29.6971126758083,530.779059575438,161.578833737411,3.717101,5.966239,-6.144763,0,0,0,254,254,811,0.125892541179417,-9
2022.06.30 11:17:36:388,217.388,548.131400441134,85.8606537681656,16.6563853126395,37.9053075958588,523.762499591929,157.11162855383,1.80573,7.590078,-6.993018,0,0,0,254,254,811,0.251188643150958,-6
2022.06.30 11:17:36:935,217.935,543.691996687767,85.486630493908,16.7959814803036,40.9588784726709,518.88390450654,157.107769319788,1.810874,7.584426,-6.990833,0,0,0,254,254,811,0.251188643150958,-6
2022.06.30 11:17:37:484,218.484,539.312043272254,85.1300753097348,16.9246365004881,43.8013242881571,514.091033193326,157.001062414609,1.809984,7.581738,-6.988291,0,0,0,254,254,811,0.251188643150958,-6
2022.06.30 11:17:38:063,219.063,534.658650668335,84.716343960506,17.0695935897143,47.0660202258293,508.9346749777,156.939985599369,1.812771,7.575099,-6.984306,0,0,0,254,254,811,0.251188643150958,-6
